r,rr,trtype,t,Value
p38,p36,AC,2044,2355.45
p38,p36,AC,2047,2355.45
p38,p36,AC,2050,2355.45
p38,p37,AC,2010,259.0
p38,p37,AC,2015,259.0
p38,p37,AC,2020,259.0
p38,p37,AC,2023,259.0
p38,p37,AC,2026,259.0
p38,p37,AC,2029,259.0
p38,p37,AC,2032,259.0
p38,p37,AC,2035,259.0
p38,p37,AC,2038,259.0
p38,p37,AC,2041,259.0
p38,p37,AC,2044,259.0
p38,p37,AC,2047,259.0
p38,p37,AC,2050,259.0
p38,p39,AC,2010,9.851
p38,p39,AC,2015,9.851
p38,p39,AC,2020,9.851
p38,p39,AC,2023,9.851
p38,p39,AC,2026,9.851
p38,p39,AC,2029,9.851
p38,p39,AC,2032,9.851
p38,p39,AC,2035,9.851
p38,p39,AC,2038,9.851
p38,p39,AC,2041,9.851
p38,p39,AC,2044,9.851
p38,p39,AC,2047,9.851
p38,p39,AC,2050,9.851
p38,p40,AC,2010,1036.443
p38,p40,AC,2015,1036.443
p38,p40,AC,2020,1036.443
p38,p40,AC,2023,1036.443
p38,p40,AC,2026,1036.443
p38,p40,AC,2029,1036.443
p38,p40,AC,2032,1036.443
p38,p40,AC,2035,1036.443
p38,p40,AC,2038,1036.443
p38,p40,AC,2041,1036.443
p38,p40,AC,2044,1036.443
p38,p40,AC,2047,1036.443
p38,p40,AC,2050,1036.443
p38,p43,AC,2010,209.875
p38,p43,AC,2015,209.875
p38,p43,AC,2020,209.875
p38,p43,AC,2023,209.875
p38,p43,AC,2026,209.875
p38,p43,AC,2029,209.875
p38,p43,AC,2032,209.875
p38,p43,AC,2035,209.875
p38,p43,AC,2038,209.875
p38,p43,AC,2041,209.875
p38,p43,AC,2044,209.875
p38,p43,AC,2047,209.875
p38,p43,AC,2050,209.875
p38,p44,AC,2010,3128.909
p38,p44,AC,2015,3128.909
p38,p44,AC,2020,3128.909
p38,p44,AC,2023,3128.909
p38,p44,AC,2026,3128.909
p38,p44,AC,2029,3128.909
p38,p44,AC,2032,3128.909
p38,p44,AC,2035,3128.909
p38,p44,AC,2038,3128.909
p38,p44,AC,2041,3128.909
p38,p44,AC,2044,3128.909
p38,p44,AC,2047,3128.909
p38,p44,AC,2050,3128.909
p38,p45,AC,2010,1564.881
p38,p45,AC,2015,1564.881
p38,p45,AC,2020,1564.881
p38,p45,AC,2023,1564.881
p38,p45,AC,2026,1564.881
p38,p45,AC,2029,1564.881
p38,p45,AC,2032,1564.881
p38,p45,AC,2035,1564.881
p38,p45,AC,2038,1564.881
p38,p45,AC,2041,1564.881
p38,p45,AC,2044,1564.881
p38,p45,AC,2047,1564.881
p38,p45,AC,2050,1564.881
p38,p68,AC,2035,4994.0
p38,p68,AC,2038,4994.0
p38,p68,AC,2041,4994.0
p38,p68,AC,2044,4994.0
p38,p68,AC,2047,4994.0
p38,p68,AC,2050,4994.0
p39,p24,B2B,2010,310.0
p39,p24,B2B,2015,310.0
p39,p24,B2B,2020,310.0
p39,p24,B2B,2023,310.0
p39,p24,B2B,2026,310.0
p39,p24,B2B,2029,310.0
p39,p24,B2B,2032,310.0
p39,p24,B2B,2035,310.0
p39,p24,B2B,2038,310.0
p39,p24,B2B,2041,310.0
p39,p24,B2B,2044,310.0
p39,p24,B2B,2047,362.242282
p39,p24,B2B,2050,395.388657
p39,p38,AC,2010,21.099
p39,p38,AC,2015,21.099
p39,p38,AC,2020,21.099
p39,p38,AC,2023,21.099
p39,p38,AC,2026,21.099
p39,p38,AC,2029,21.099
p39,p38,AC,2032,21.099
p39,p38,AC,2035,21.099
p39,p38,AC,2038,21.099
p39,p38,AC,2041,21.099
p39,p38,AC,2044,21.099
p39,p38,AC,2047,21.099
p39,p38,AC,2050,21.099
p39,p40,AC,2010,1001.263
p39,p40,AC,2015,1001.263
p39,p40,AC,2020,1001.263
p39,p40,AC,2023,1001.263
p39,p40,AC,2026,1001.263
p39,p40,AC,2029,1001.263
p39,p40,AC,2032,1001.263
p39,p40,AC,2035,1001.263
p39,p40,AC,2038,1001.263
p39,p40,AC,2041,1001.263
p39,p40,AC,2044,1001.263
p39,p40,AC,2047,1001.263
p39,p40,AC,2050,1001.263
p40,p38,AC,2010,904.007
p40,p38,AC,2015,904.007
p40,p38,AC,2020,904.007
p40,p38,AC,2023,904.007
p40,p38,AC,2026,904.007
p40,p38,AC,2029,904.007
p40,p38,AC,2032,904.007
p40,p38,AC,2035,904.007
p40,p38,AC,2038,904.007
p40,p38,AC,2041,904.007
p40,p38,AC,2044,904.007
p40,p38,AC,2047,904.007
p40,p38,AC,2050,904.007
p40,p39,AC,2010,324.717
p40,p39,AC,2015,324.717
p40,p39,AC,2020,324.717
p40,p39,AC,2023,324.717
p40,p39,AC,2026,324.717
p40,p39,AC,2029,324.717
p40,p39,AC,2032,324.717
p40,p39,AC,2035,324.717
p40,p39,AC,2038,324.717
p40,p39,AC,2041,324.717
p40,p39,AC,2044,324.717
p40,p39,AC,2047,324.717
p40,p39,AC,2050,324.717
p40,p41,AC,2010,2415.526
p40,p41,AC,2015,2415.526
p40,p41,AC,2020,2415.526
p40,p41,AC,2023,2415.526
p40,p41,AC,2026,2415.526
p40,p41,AC,2029,2415.526
p40,p41,AC,2032,2415.526
p40,p41,AC,2035,2415.526
p40,p41,AC,2038,2415.526
p40,p41,AC,2041,2415.526
p40,p41,AC,2044,2415.526
p40,p41,AC,2047,2415.526
p40,p41,AC,2050,2415.526
p40,p45,AC,2010,1262.628
p40,p45,AC,2015,1262.628
p40,p45,AC,2020,1262.628
p40,p45,AC,2023,1262.628
p40,p45,AC,2026,1262.628
p40,p45,AC,2029,1262.628
p40,p45,AC,2032,1262.628
p40,p45,AC,2035,1262.628
p40,p45,AC,2038,1262.628
p40,p45,AC,2041,1262.628
p40,p45,AC,2044,1262.628
p40,p45,AC,2047,1262.628
p40,p45,AC,2050,1262.628
p40,p52,AC,2010,785.0
p40,p52,AC,2015,785.0
p40,p52,AC,2020,785.0
p40,p52,AC,2023,785.0
p40,p52,AC,2026,785.0
p40,p52,AC,2029,785.0
p40,p52,AC,2032,785.0
p40,p52,AC,2035,785.0
p40,p52,AC,2038,785.0
p40,p52,AC,2041,785.0
p40,p52,AC,2044,785.0
p40,p52,AC,2047,785.0
p40,p52,AC,2050,785.0
p40,p53,AC,2010,1248.418
p40,p53,AC,2015,1248.418
p40,p53,AC,2020,1248.418
p40,p53,AC,2023,1248.418
p40,p53,AC,2026,1248.418
p40,p53,AC,2029,1248.418
p40,p53,AC,2032,1248.418
p40,p53,AC,2035,1248.418
p40,p53,AC,2038,1248.418
p40,p53,AC,2041,1248.418
p40,p53,AC,2044,1248.418
p40,p53,AC,2047,1248.418
p40,p53,AC,2050,1248.418
p41,p40,AC,2010,2637.466
p41,p40,AC,2015,2637.466
p41,p40,AC,2020,2637.466
p41,p40,AC,2023,2637.466
p41,p40,AC,2026,2637.466
p41,p40,AC,2029,2637.466
p41,p40,AC,2032,2637.466
p41,p40,AC,2035,2637.466
p41,p40,AC,2038,2637.466
p41,p40,AC,2041,2637.466
p41,p40,AC,2044,2637.466
p41,p40,AC,2047,2637.466
p41,p40,AC,2050,2637.466
p41,p45,AC,2010,1912.0
p41,p45,AC,2015,1912.0
p41,p45,AC,2020,1912.0
p41,p45,AC,2023,1912.0
p41,p45,AC,2026,1912.0
p41,p45,AC,2029,1912.0
p41,p45,AC,2032,1912.0
p41,p45,AC,2035,1912.0
p41,p45,AC,2038,1912.0
p41,p45,AC,2041,1912.0
p41,p45,AC,2044,1912.0
p41,p45,AC,2047,1912.0
p41,p45,AC,2050,1912.0
p41,p53,AC,2010,134.649
p41,p53,AC,2015,134.649
p41,p53,AC,2020,134.649
p41,p53,AC,2023,134.649
p41,p53,AC,2026,134.649
p41,p53,AC,2029,134.649
p41,p53,AC,2032,134.649
p41,p53,AC,2035,134.649
p41,p53,AC,2038,134.649
p41,p53,AC,2041,134.649
p41,p53,AC,2044,134.649
p41,p53,AC,2047,134.649
p41,p53,AC,2050,134.649
p41,p54,AC,2010,3785.197
p41,p54,AC,2015,3785.197
p41,p54,AC,2020,3785.197
p41,p54,AC,2023,3785.197
p41,p54,AC,2026,3785.197
p41,p54,AC,2029,3785.197
p41,p54,AC,2032,3785.197
p41,p54,AC,2035,3785.197
p41,p54,AC,2038,3785.197
p41,p54,AC,2041,3785.197
p41,p54,AC,2044,3785.197
p41,p54,AC,2047,3785.197
p41,p54,AC,2050,3785.197
p42,p37,AC,2010,676.933
p42,p37,AC,2015,676.933
p42,p37,AC,2020,676.933
p42,p37,AC,2023,676.933
p42,p37,AC,2026,676.933
p42,p37,AC,2029,676.933
p42,p37,AC,2032,676.933
p42,p37,AC,2035,676.933
p42,p37,AC,2038,676.933
p42,p37,AC,2041,676.933
p42,p37,AC,2044,676.933
p42,p37,AC,2047,676.933
p42,p37,AC,2050,676.933
p42,p43,AC,2010,1149.052
p42,p43,AC,2015,1149.052
p42,p43,AC,2020,1149.052
p42,p43,AC,2023,1149.052
p42,p43,AC,2026,1149.052
p42,p43,AC,2029,1149.052
p42,p43,AC,2032,1149.052
p42,p43,AC,2035,1149.052
p42,p43,AC,2038,1149.052
p42,p43,AC,2041,1149.052
p42,p43,AC,2044,1149.052
p42,p43,AC,2047,1149.052
p42,p43,AC,2050,1149.052
p43,p37,AC,2010,1432.559
p43,p37,AC,2015,1432.559
p43,p37,AC,2020,1432.559
p43,p37,AC,2023,1432.559
p43,p37,AC,2026,1432.559
p43,p37,AC,2029,1432.559
p43,p37,AC,2032,1432.559
p43,p37,AC,2035,2833.559
p43,p37,AC,2038,2833.559
p43,p37,AC,2041,2833.559
p43,p37,AC,2044,2833.559
p43,p37,AC,2047,2833.559
p43,p37,AC,2050,2833.559
p43,p37,LCC,2010,1500.0
p43,p37,LCC,2015,1500.0
p43,p37,LCC,2020,1500.0
p43,p37,LCC,2023,1500.0
p43,p37,LCC,2026,1500.0
p43,p37,LCC,2029,1500.0
p43,p37,LCC,2032,1500.0
p43,p37,LCC,2035,1500.0
p43,p37,LCC,2038,1500.0
p43,p37,LCC,2041,1500.0
p43,p37,LCC,2044,1500.0
p43,p37,LCC,2047,1500.0
p43,p37,LCC,2050,1500.0
p43,p38,AC,2010,299.633
p43,p38,AC,2015,299.633
p43,p38,AC,2020,299.633
p43,p38,AC,2023,299.633
p43,p38,AC,2026,299.633
p43,p38,AC,2029,299.633
p43,p38,AC,2032,299.633
p43,p38,AC,2035,299.633
p43,p38,AC,2038,299.633
p43,p38,AC,2041,299.633
p43,p38,AC,2044,299.633
p43,p38,AC,2047,299.633
p43,p38,AC,2050,299.633
p43,p42,AC,2010,1142.785
p43,p42,AC,2015,1142.785
p43,p42,AC,2020,1142.785
p43,p42,AC,2023,1142.785
p43,p42,AC,2026,1142.785
p43,p42,AC,2029,1142.785
p43,p42,AC,2032,1142.785
p43,p42,AC,2035,1142.785
p43,p42,AC,2038,1142.785
p43,p42,AC,2041,1142.785
p43,p42,AC,2044,1142.785
p43,p42,AC,2047,1142.785
p43,p42,AC,2050,1142.785
p43,p44,AC,2010,1533.518
p43,p44,AC,2015,1533.518
p43,p44,AC,2020,1533.518
p43,p44,AC,2023,1533.518
p43,p44,AC,2026,1533.518
p43,p44,AC,2029,1533.518
p43,p44,AC,2032,1533.518
p43,p44,AC,2035,1533.518
p43,p44,AC,2038,1533.518
p43,p44,AC,2041,1533.518
p43,p44,AC,2044,1533.518
p43,p44,AC,2047,1533.518
p43,p44,AC,2050,1533.518
p43,p46,AC,2010,3324.176
p43,p46,AC,2015,3324.176
p43,p46,AC,2020,3324.176
p43,p46,AC,2023,3324.176
p43,p46,AC,2026,3324.176
p43,p46,AC,2029,3324.176
p43,p46,AC,2032,3324.176
p43,p46,AC,2035,3324.176
p43,p46,AC,2038,3324.176
p43,p46,AC,2041,3324.176
p43,p46,AC,2044,3324.176
p43,p46,AC,2047,3324.176
p43,p46,AC,2050,3324.176
p43,p68,AC,2010,2318.538
p43,p68,AC,2015,2318.538
p43,p68,AC,2020,2318.538
p43,p68,AC,2023,2318.538
p43,p68,AC,2026,2318.538
p43,p68,AC,2029,2318.538
p43,p68,AC,2032,2318.538
p43,p68,AC,2035,10736.538
p43,p68,AC,2038,10736.538
p43,p68,AC,2041,10736.538
p43,p68,AC,2044,10736.538
p43,p68,AC,2047,10736.538
p43,p68,AC,2050,10736.538
p43,p76,AC,2035,3139.0
p43,p76,AC,2038,3139.0
p43,p76,AC,2041,3139.0
p43,p76,AC,2044,3139.0
p43,p76,AC,2047,3139.0
p43,p76,AC,2050,3139.0
p44,p38,AC,2010,2345.994
p44,p38,AC,2015,2345.994
p44,p38,AC,2020,2345.994
p44,p38,AC,2023,2345.994
p44,p38,AC,2026,2345.994
p44,p38,AC,2029,2345.994
p44,p38,AC,2032,2345.994
p44,p38,AC,2035,2345.994
p44,p38,AC,2038,2345.994
p44,p38,AC,2041,2345.994
p44,p38,AC,2044,2345.994
p44,p38,AC,2047,2345.994
p44,p38,AC,2050,2345.994
p44,p43,AC,2010,2165.168
p44,p43,AC,2015,2165.168
p44,p43,AC,2020,2165.168
p44,p43,AC,2023,2165.168
p44,p43,AC,2026,2165.168
p44,p43,AC,2029,2165.168
p44,p43,AC,2032,2165.168
p44,p43,AC,2035,2165.168
p44,p43,AC,2038,2165.168
p44,p43,AC,2041,2165.168
p44,p43,AC,2044,2165.168
p44,p43,AC,2047,2165.168
p44,p43,AC,2050,2165.168
p44,p45,AC,2010,13.751
p44,p45,AC,2015,13.751
p44,p45,AC,2020,13.751
p44,p45,AC,2023,13.751
p44,p45,AC,2026,13.751
p44,p45,AC,2029,13.751
p44,p45,AC,2032,13.751
p44,p45,AC,2035,13.751
p44,p45,AC,2038,13.751
p44,p45,AC,2041,13.751
p44,p45,AC,2044,13.751
p44,p45,AC,2047,13.751
p44,p45,AC,2050,13.751
p44,p68,AC,2010,1405.1
p44,p68,AC,2015,1405.1
p44,p68,AC,2020,1405.1
p44,p68,AC,2023,1405.1
p44,p68,AC,2026,1405.1
p44,p68,AC,2029,1405.1
p44,p68,AC,2032,1405.1
p44,p68,AC,2035,1405.1
p44,p68,AC,2038,1405.1
p44,p68,AC,2041,1405.1
p44,p68,AC,2044,1405.1
p44,p68,AC,2047,1405.1
p44,p68,AC,2050,1405.1
p45,p38,AC,2010,1261.096
p45,p38,AC,2015,1261.096
p45,p38,AC,2020,1261.096
p45,p38,AC,2023,1261.096
p45,p38,AC,2026,1261.096
p45,p38,AC,2029,1261.096
p45,p38,AC,2032,1261.096
p45,p38,AC,2035,1261.096
p45,p38,AC,2038,1261.096
p45,p38,AC,2041,1261.096
p45,p38,AC,2044,1261.096
p45,p38,AC,2047,1261.096
p45,p38,AC,2050,1261.096
p45,p40,AC,2010,931.622
p45,p40,AC,2015,931.622
p45,p40,AC,2020,931.622
p45,p40,AC,2023,931.622
p45,p40,AC,2026,931.622
p45,p40,AC,2029,931.622
p45,p40,AC,2032,931.622
p45,p40,AC,2035,931.622
p45,p40,AC,2038,931.622
p45,p40,AC,2041,931.622
p45,p40,AC,2044,931.622
p45,p40,AC,2047,931.622
p45,p40,AC,2050,931.622
p45,p41,AC,2010,1912.0
p45,p41,AC,2015,1912.0
p45,p41,AC,2020,1912.0
p45,p41,AC,2023,1912.0
p45,p41,AC,2026,1912.0
p45,p41,AC,2029,1912.0
p45,p41,AC,2032,1912.0
p45,p41,AC,2035,1912.0
p45,p41,AC,2038,1912.0
p45,p41,AC,2041,1912.0
p45,p41,AC,2044,1912.0
p45,p41,AC,2047,1912.0
p45,p41,AC,2050,1912.0
p45,p44,AC,2010,10.939
p45,p44,AC,2015,10.939
p45,p44,AC,2020,10.939
p45,p44,AC,2023,10.939
p45,p44,AC,2026,10.939
p45,p44,AC,2029,10.939
p45,p44,AC,2032,10.939
p45,p44,AC,2035,10.939
p45,p44,AC,2038,10.939
p45,p44,AC,2041,10.939
p45,p44,AC,2044,10.939
p45,p44,AC,2047,10.939
p45,p44,AC,2050,10.939
p45,p54,AC,2010,130.357
p45,p54,AC,2015,130.357
p45,p54,AC,2020,130.357
p45,p54,AC,2023,130.357
p45,p54,AC,2026,130.357
p45,p54,AC,2029,130.357
p45,p54,AC,2032,130.357
p45,p54,AC,2035,130.357
p45,p54,AC,2038,130.357
p45,p54,AC,2041,130.357
p45,p54,AC,2044,130.357
p45,p54,AC,2047,130.357
p45,p54,AC,2050,130.357
p45,p68,AC,2010,2016.746
p45,p68,AC,2015,2016.746
p45,p68,AC,2020,2016.746
p45,p68,AC,2023,2016.746
p45,p68,AC,2026,2016.746
p45,p68,AC,2029,2016.746
p45,p68,AC,2032,2016.746
p45,p68,AC,2035,2016.746
p45,p68,AC,2038,2016.746
p45,p68,AC,2041,2016.746
p45,p68,AC,2044,2016.746
p45,p68,AC,2047,2016.746
p45,p68,AC,2050,2016.746
p45,p69,AC,2010,1634.868
p45,p69,AC,2015,1634.868
p45,p69,AC,2020,1634.868
p45,p69,AC,2023,1634.868
p45,p69,AC,2026,1634.868
p45,p69,AC,2029,1634.868
p45,p69,AC,2032,1634.868
p45,p69,AC,2035,1634.868
p45,p69,AC,2038,1634.868
p45,p69,AC,2041,1634.868
p45,p69,AC,2044,1634.868
p45,p69,AC,2047,1634.868
p45,p69,AC,2050,1634.868
p45,p70,AC,2010,2751.577
p45,p70,AC,2015,2751.577
p45,p70,AC,2020,2751.577
p45,p70,AC,2023,2751.577
p45,p70,AC,2026,2751.577
p45,p70,AC,2029,2751.577
p45,p70,AC,2032,5124.577
p45,p70,AC,2035,5124.577
p45,p70,AC,2038,5124.577
p45,p70,AC,2041,5124.577
p45,p70,AC,2044,5124.577
p45,p70,AC,2047,5124.577
p45,p70,AC,2050,5124.577
p46,p43,AC,2010,3595.422
p46,p43,AC,2015,3595.422
p46,p43,AC,2020,3595.422
p46,p43,AC,2023,3595.422
p46,p43,AC,2026,3595.422
p46,p43,AC,2029,3595.422
p46,p43,AC,2032,3595.422
p46,p43,AC,2035,3595.422
p46,p43,AC,2038,3595.422
p46,p43,AC,2041,3595.422
p46,p43,AC,2044,3595.422
p46,p43,AC,2047,3595.422
p46,p43,AC,2050,3595.422
p46,p68,AC,2010,22.296
p46,p68,AC,2015,22.296
p46,p68,AC,2020,22.296
p46,p68,AC,2023,22.296
p46,p68,AC,2026,22.296
p46,p68,AC,2029,22.296
p46,p68,AC,2032,22.296
p46,p68,AC,2035,22.296
p46,p68,AC,2038,22.296
p46,p68,AC,2041,22.296
p46,p68,AC,2044,22.296
p46,p68,AC,2047,22.296
p46,p68,AC,2050,22.296
p46,p74,AC,2010,22.929
p46,p74,AC,2015,22.929
p46,p74,AC,2020,22.929
p46,p74,AC,2023,22.929
p46,p74,AC,2026,22.929
p46,p74,AC,2029,22.929
p46,p74,AC,2032,22.929
p46,p74,AC,2035,22.929
p46,p74,AC,2038,22.929
p46,p74,AC,2041,22.929
p46,p74,AC,2044,22.929
p46,p74,AC,2047,22.929
p46,p74,AC,2050,22.929
p46,p75,AC,2010,1092.0
p46,p75,AC,2015,1092.0
p46,p75,AC,2020,1092.0
p46,p75,AC,2023,1092.0
p46,p75,AC,2026,1092.0
p46,p75,AC,2029,1092.0
p46,p75,AC,2032,1092.0
p46,p75,AC,2035,1092.0
p46,p75,AC,2038,1092.0
p46,p75,AC,2041,1092.0
p46,p75,AC,2044,1092.0
p46,p75,AC,2047,1092.0
p46,p75,AC,2050,1092.0
p46,p76,AC,2010,1195.1
p46,p76,AC,2015,1195.1
p46,p76,AC,2020,1195.1
p46,p76,AC,2023,1195.1
p46,p76,AC,2026,1195.1
p46,p76,AC,2029,1195.1
p46,p76,AC,2032,1195.1
p46,p76,AC,2035,1195.1
p46,p76,AC,2038,1195.1
p46,p76,AC,2041,1195.1
p46,p76,AC,2044,1195.1
p46,p76,AC,2047,1195.1
p46,p76,AC,2050,1195.1
p46,p77,AC,2010,338.226
p46,p77,AC,2015,338.226
p46,p77,AC,2020,338.226
p46,p77,AC,2023,338.226
p46,p77,AC,2026,338.226
p46,p77,AC,2029,338.226
p46,p77,AC,2032,338.226
p46,p77,AC,2035,338.226
p46,p77,AC,2038,338.226
p46,p77,AC,2041,338.226
p46,p77,AC,2044,338.226
p46,p77,AC,2047,338.226
p46,p77,AC,2050,338.226
p46,p78,AC,2010,1232.377
p46,p78,AC,2015,1232.377
p46,p78,AC,2020,1232.377
p46,p78,AC,2023,1232.377
p46,p78,AC,2026,1232.377
p46,p78,AC,2029,1232.377
p46,p78,AC,2032,1232.377
p46,p78,AC,2035,1232.377
p46,p78,AC,2038,1232.377
p46,p78,AC,2041,1232.377
p46,p78,AC,2044,1232.377
p46,p78,AC,2047,1232.377
p46,p78,AC,2050,1232.377
p47,p31,B2B,2010,200.0
p47,p31,B2B,2015,200.0
p47,p31,B2B,2020,200.0
p47,p31,B2B,2023,200.0
p47,p31,B2B,2026,200.0
p47,p31,B2B,2029,200.0
p47,p31,B2B,2032,200.0
p47,p31,B2B,2035,200.0
p47,p31,B2B,2038,200.0
p47,p31,B2B,2041,200.0
p47,p31,B2B,2044,200.0
p47,p31,B2B,2047,200.0
p47,p31,B2B,2050,200.0
p47,p48,AC,2010,1293.736
p47,p48,AC,2015,1293.736
p47,p48,AC,2020,1293.736
p47,p48,AC,2023,1293.736
p47,p48,AC,2026,1293.736
p47,p48,AC,2029,1293.736
p47,p48,AC,2032,1293.736
p47,p48,AC,2035,1293.736
p47,p48,AC,2038,1293.736
p47,p48,AC,2041,1293.736
p47,p48,AC,2044,1293.736
p47,p48,AC,2047,1293.736
p47,p48,AC,2050,1293.736
p48,p31,B2B,2010,200.0
p48,p31,B2B,2015,200.0
p48,p31,B2B,2020,200.0
p48,p31,B2B,2023,200.0
p48,p31,B2B,2026,200.0
p48,p31,B2B,2029,200.0
p48,p31,B2B,2032,200.0
p48,p31,B2B,2035,200.0
p48,p31,B2B,2038,200.0
p48,p31,B2B,2041,200.0
p48,p31,B2B,2044,200.0
p48,p31,B2B,2047,200.0
p48,p31,B2B,2050,200.0
p48,p47,AC,2010,820.277
p48,p47,AC,2015,820.277
p48,p47,AC,2020,820.277
p48,p47,AC,2023,820.277
p48,p47,AC,2026,820.277
p48,p47,AC,2029,820.277
p48,p47,AC,2032,820.277
p48,p47,AC,2035,820.277
p48,p47,AC,2038,820.277
p48,p47,AC,2041,820.277
p48,p47,AC,2044,820.277
p48,p47,AC,2047,820.277
p48,p47,AC,2050,820.277
p48,p49,AC,2010,562.819
p48,p49,AC,2015,562.819
p48,p49,AC,2020,562.819
p48,p49,AC,2023,562.819
p48,p49,AC,2026,562.819
p48,p49,AC,2029,562.819
p48,p49,AC,2032,562.819
p48,p49,AC,2035,562.819
p48,p49,AC,2038,562.819
p48,p49,AC,2041,562.819
p48,p49,AC,2044,562.819
p48,p49,AC,2047,562.819
p48,p49,AC,2050,562.819
p48,p50,AC,2010,1170.579
p48,p50,AC,2015,1170.579
p48,p50,AC,2020,1170.579
p48,p50,AC,2023,1170.579
p48,p50,AC,2026,1170.579
p48,p50,AC,2029,1170.579
p48,p50,AC,2032,1170.579
p48,p50,AC,2035,1170.579
p48,p50,AC,2038,1170.579
p48,p50,AC,2041,1170.579
p48,p50,AC,2044,1170.579
p48,p50,AC,2047,1170.579
p48,p50,AC,2050,1170.579
p49,p48,AC,2010,684.164
p49,p48,AC,2015,684.164
p49,p48,AC,2020,684.164
p49,p48,AC,2023,684.164
p49,p48,AC,2026,684.164
p49,p48,AC,2029,684.164
p49,p48,AC,2032,684.164
p49,p48,AC,2035,684.164
p49,p48,AC,2038,684.164
p49,p48,AC,2041,684.164
p49,p48,AC,2044,684.164
p49,p48,AC,2047,684.164
p49,p48,AC,2050,684.164
p49,p50,AC,2010,3432.0
p49,p50,AC,2015,3432.0
p49,p50,AC,2020,3432.0
p49,p50,AC,2023,3432.0
p49,p50,AC,2026,3432.0
p49,p50,AC,2029,3432.0
p49,p50,AC,2032,3432.0
p49,p50,AC,2035,3432.0
p49,p50,AC,2038,3432.0
p49,p50,AC,2041,3432.0
p49,p50,AC,2044,3432.0
p49,p50,AC,2047,3432.0
p49,p50,AC,2050,3432.0
p49,p52,AC,2010,956.1
p49,p52,AC,2015,956.1
p49,p52,AC,2020,956.1
p49,p52,AC,2023,956.1
p49,p52,AC,2026,956.1
p49,p52,AC,2029,956.1
p49,p52,AC,2032,956.1
p49,p52,AC,2035,956.1
p49,p52,AC,2038,956.1
p49,p52,AC,2041,956.1
p49,p52,AC,2044,956.1
p49,p52,AC,2047,956.1
p49,p52,AC,2050,956.1
p49,p53,AC,2010,40.315
p49,p53,AC,2015,40.315
p49,p53,AC,2020,40.315
p49,p53,AC,2023,40.315
p49,p53,AC,2026,40.315
p49,p53,AC,2029,40.315
p49,p53,AC,2032,40.315
p49,p53,AC,2035,40.315
p49,p53,AC,2038,40.315
p49,p53,AC,2041,40.315
p49,p53,AC,2044,40.315
p49,p53,AC,2047,40.315
p49,p53,AC,2050,40.315
p50,p48,AC,2010,1285.286
p50,p48,AC,2015,1285.286
p50,p48,AC,2020,1285.286
p50,p48,AC,2023,1285.286
p50,p48,AC,2026,1285.286
p50,p48,AC,2029,1285.286
p50,p48,AC,2032,1285.286
p50,p48,AC,2035,1285.286
p50,p48,AC,2038,1285.286
p50,p48,AC,2041,1285.286
p50,p48,AC,2044,1285.286
p50,p48,AC,2047,1285.286
p50,p48,AC,2050,1285.286
p50,p49,AC,2010,1802.496
p50,p49,AC,2015,1802.496
p50,p49,AC,2020,1802.496
p50,p49,AC,2023,1802.496
p50,p49,AC,2026,1802.496
p50,p49,AC,2029,1802.496
p50,p49,AC,2032,1802.496
p50,p49,AC,2035,1802.496
p50,p49,AC,2038,1802.496
p50,p49,AC,2041,1802.496
p50,p49,AC,2044,1802.496
p50,p49,AC,2047,1802.496
p50,p49,AC,2050,1802.496
p50,p51,AC,2010,3874.831
p50,p51,AC,2015,3874.831
p50,p51,AC,2020,3874.831
p50,p51,AC,2023,3874.831
p50,p51,AC,2026,3874.831
p50,p51,AC,2029,3874.831
p50,p51,AC,2032,3874.831
p50,p51,AC,2035,3874.831
p50,p51,AC,2038,3874.831
p50,p51,AC,2041,3874.831
p50,p51,AC,2044,3874.831
p50,p51,AC,2047,3874.831
p50,p51,AC,2050,3874.831
p50,p53,AC,2010,5393.0
p50,p53,AC,2015,5393.0
p50,p53,AC,2020,5393.0
p50,p53,AC,2023,5393.0
p50,p53,AC,2026,5393.0
p50,p53,AC,2029,5393.0
p50,p53,AC,2032,5393.0
p50,p53,AC,2035,5393.0
p50,p53,AC,2038,5393.0
p50,p53,AC,2041,5393.0
p50,p53,AC,2044,5393.0
p50,p53,AC,2047,5393.0
p50,p53,AC,2050,5393.0
p50,p56,AC,2010,673.858
p50,p56,AC,2015,673.858
p50,p56,AC,2020,673.858
p50,p56,AC,2023,673.858
p50,p56,AC,2026,673.858
p50,p56,AC,2029,673.858
p50,p56,AC,2032,673.858
p50,p56,AC,2035,673.858
p50,p56,AC,2038,673.858
p50,p56,AC,2041,673.858
p50,p56,AC,2044,673.858
p50,p56,AC,2047,673.858
p50,p56,AC,2050,673.858
p50,p57,AC,2010,1600.99
p50,p57,AC,2015,1600.99
p50,p57,AC,2020,1600.99
p50,p57,AC,2023,1600.99
p50,p57,AC,2026,1600.99
p50,p57,AC,2029,1600.99
p50,p57,AC,2032,1600.99
p50,p57,AC,2035,1600.99
p50,p57,AC,2038,1600.99
p50,p57,AC,2041,1600.99
p50,p57,AC,2044,1600.99
p50,p57,AC,2047,1600.99
p50,p57,AC,2050,1600.99
p50,p60,B2B,2010,220.0
p50,p60,B2B,2015,220.0
p50,p60,B2B,2020,220.0
p50,p60,B2B,2023,220.0
p50,p60,B2B,2026,220.0
